,ts_code,symbol,name,area,industry,fullname
510,600635.SH,600635,大众公用,上海,供气供热,上海大众公用事业(集团)股份有限公司
511,600636.SH,600636,国新文化,上海,软件服务,国新文化控股股份有限公司
512,600637.SH,600637,东方明珠,上海,影视音像,东方明珠新媒体股份有限公司
513,600638.SH,600638,新黄浦,上海,区域地产,上海新黄浦实业集团股份有限公司
514,600639.SH,600639,浦东金桥,上海,园区开发,上海金桥出口加工区开发股份有限公司
515,600640.SH,600640,新国脉,上海,影视音像,新国脉数字文化股份有限公司
516,600641.SH,600641,万业企业,上海,区域地产,上海万业企业股份有限公司
517,600642.SH,600642,申能股份,上海,火力发电,申能股份有限公司
518,600643.SH,600643,爱建集团,上海,多元金融,上海爱建集团股份有限公司
519,600644.SH,600644,乐山电力,四川,水力发电,乐山电力股份有限公司
520,600645.SH,600645,中源协和,天津,生物制药,中源协和细胞基因工程股份有限公司
521,600647.SH,600647,同达创业,上海,综合类,上海同达创业投资股份有限公司
522,600648.SH,600648,外高桥,上海,园区开发,上海外高桥集团股份有限公司
523,600649.SH,600649,城投控股,上海,区域地产,上海城投控股股份有限公司
524,600650.SH,600650,锦江在线,上海,公共交通,上海锦江在线网络服务股份有限公司
525,600651.SH,600651,飞乐音响,上海,电器仪表,上海飞乐音响股份有限公司
526,600652.SH,600652,*ST游久,上海,互联网,上海游久游戏股份有限公司
527,600653.SH,600653,申华控股,辽宁,汽车服务,辽宁申华控股股份有限公司
528,600654.SH,600654,ST中安,上海,软件服务,中安科股份有限公司
529,600655.SH,600655,豫园股份,上海,百货,上海豫园旅游商城(集团)股份有限公司
530,600657.SH,600657,信达地产,北京,全国地产,信达地产股份有限公司
531,600658.SH,600658,电子城,北京,园区开发,北京电子城高科技集团股份有限公司
532,600660.SH,600660,福耀玻璃,福建,汽车配件,福耀玻璃工业集团股份有限公司
533,600661.SH,600661,昂立教育,上海,文教休闲,上海新南洋昂立教育科技股份有限公司
534,600662.SH,600662,强生控股,上海,公共交通,上海外服控股集团股份有限公司
535,600663.SH,600663,陆家嘴,上海,园区开发,上海陆家嘴金融贸易区开发股份有限公司
536,600664.SH,600664,哈药股份,黑龙江,化学制药,哈药集团股份有限公司
537,600665.SH,600665,天地源,陕西,全国地产,天地源股份有限公司
538,600666.SH,600666,ST瑞德,黑龙江,元器件,奥瑞德光电股份有限公司
539,600667.SH,600667,太极实业,江苏,半导体,无锡市太极实业股份有限公司
540,600668.SH,600668,尖峰集团,浙江,水泥,浙江尖峰集团股份有限公司
541,600671.SH,600671,ST目药,浙江,中成药,杭州天目山药业股份有限公司
542,600673.SH,600673,东阳光,广东,铝,广东东阳光科技控股股份有限公司
543,600674.SH,600674,川投能源,四川,水力发电,四川川投能源股份有限公司
544,600675.SH,600675,中华企业,上海,区域地产,中华企业股份有限公司
545,600676.SH,600676,交运股份,上海,公共交通,上海交运集团股份有限公司
546,600678.SH,600678,四川金顶,四川,水泥,四川金顶(集团)股份有限公司
547,600679.SH,600679,上海凤凰,上海,文教休闲,上海凤凰企业(集团)股份有限公司
548,600681.SH,600681,百川能源,湖北,供气供热,百川能源股份有限公司
549,600682.SH,600682,南京新百,江苏,百货,南京新街口百货商店股份有限公司
550,600683.SH,600683,京投发展,浙江,区域地产,京投发展股份有限公司
551,600684.SH,600684,珠江股份,广东,全国地产,广州珠江实业开发股份有限公司
552,600685.SH,600685,中船防务,广东,船舶,中船海洋与防务装备股份有限公司
553,600686.SH,600686,金龙汽车,福建,汽车整车,厦门金龙汽车集团股份有限公司
554,600688.SH,600688,上海石化,上海,石油加工,中国石化上海石油化工股份有限公司
555,600689.SH,600689,上海三毛,上海,纺织,上海三毛企业(集团)股份有限公司
556,600690.SH,600690,海尔智家,山东,家用电器,海尔智家股份有限公司
557,600691.SH,600691,阳煤化工,山西,农药化肥,阳煤化工股份有限公司
558,600692.SH,600692,亚通股份,上海,房产服务,上海亚通股份有限公司
559,600693.SH,600693,东百集团,福建,百货,福建东百集团股份有限公司
560,600694.SH,600694,大商股份,辽宁,百货,大商股份有限公司
561,600695.SH,600695,*ST绿庭,上海,多元金融,上海绿庭投资控股集团股份有限公司
562,600696.SH,600696,岩石股份,上海,区域地产,上海贵酒股份有限公司
563,600697.SH,600697,欧亚集团,吉林,百货,长春欧亚集团股份有限公司
564,600698.SH,600698,湖南天雁,湖南,汽车配件,湖南天雁机械股份有限公司
565,600699.SH,600699,均胜电子,浙江,汽车配件,宁波均胜电子股份有限公司
566,600702.SH,600702,舍得酒业,四川,白酒,舍得酒业股份有限公司
567,600703.SH,600703,三安光电,湖北,半导体,三安光电股份有限公司
568,600704.SH,600704,物产中大,浙江,商贸代理,物产中大集团股份有限公司
569,600705.SH,600705,中航产融,黑龙江,多元金融,中航工业产融控股股份有限公司
570,600706.SH,600706,曲江文旅,陕西,旅游服务,西安曲江文化旅游股份有限公司
571,600707.SH,600707,彩虹股份,陕西,元器件,彩虹显示器件股份有限公司
572,600708.SH,600708,光明地产,上海,全国地产,光明房地产集团股份有限公司
573,600710.SH,600710,苏美达,江苏,工程机械,苏美达股份有限公司
574,600711.SH,600711,盛屯矿业,福建,小金属,盛屯矿业集团股份有限公司
575,600712.SH,600712,南宁百货,广西,百货,南宁百货大楼股份有限公司
576,600713.SH,600713,南京医药,江苏,医药商业,南京医药股份有限公司
577,600714.SH,600714,金瑞矿业,青海,化工原料,青海金瑞矿业发展股份有限公司
578,600715.SH,600715,文投控股,辽宁,影视音像,文投控股股份有限公司
579,600716.SH,600716,凤凰股份,江苏,区域地产,江苏凤凰置业投资股份有限公司
580,600717.SH,600717,天津港,天津,港口,天津港股份有限公司
581,600718.SH,600718,东软集团,辽宁,软件服务,东软集团股份有限公司
582,600719.SH,600719,大连热电,辽宁,供气供热,大连热电股份有限公司
583,600720.SH,600720,祁连山,甘肃,水泥,甘肃祁连山水泥集团股份有限公司
584,600721.SH,600721,*ST百花,新疆,生物制药,新疆百花村医药集团股份有限公司
585,600722.SH,600722,金牛化工,河北,化工原料,河北金牛化工股份有限公司
586,600723.SH,600723,首商股份,北京,百货,北京首商集团股份有限公司
587,600724.SH,600724,宁波富达,浙江,水泥,宁波富达股份有限公司
588,600725.SH,600725,云维股份,云南,焦炭加工,云南云维股份有限公司
589,600726.SH,600726,华电能源,黑龙江,火力发电,华电能源股份有限公司
590,600727.SH,600727,鲁北化工,山东,化工原料,山东鲁北化工股份有限公司
591,600728.SH,600728,佳都科技,广东,软件服务,佳都科技集团股份有限公司
592,600729.SH,600729,重庆百货,重庆,百货,重庆百货大楼股份有限公司
593,600730.SH,600730,中国高科,北京,综合类,中国高科集团股份有限公司
594,600731.SH,600731,湖南海利,湖南,农药化肥,湖南海利化工股份有限公司
595,600732.SH,600732,爱旭股份,上海,电气设备,上海爱旭新能源股份有限公司
596,600733.SH,600733,北汽蓝谷,北京,汽车整车,北汽蓝谷新能源科技股份有限公司
597,600734.SH,600734,*ST实达,福建,IT设备,福建实达集团股份有限公司
598,600735.SH,600735,新华锦,山东,商贸代理,山东新华锦国际股份有限公司
599,600736.SH,600736,苏州高新,江苏,园区开发,苏州新区高新技术产业股份有限公司
600,600737.SH,600737,中粮糖业,新疆,食品,中粮糖业控股股份有限公司
601,600738.SH,600738,丽尚国潮,甘肃,百货,兰州丽尚国潮实业集团股份有限公司
602,600739.SH,600739,辽宁成大,辽宁,商贸代理,辽宁成大股份有限公司
603,600740.SH,600740,山西焦化,山西,焦炭加工,山西焦化股份有限公司
604,600741.SH,600741,华域汽车,上海,汽车配件,华域汽车系统股份有限公司
605,600742.SH,600742,一汽富维,吉林,汽车配件,长春一汽富维汽车零部件股份有限公司
606,600743.SH,600743,华远地产,北京,区域地产,华远地产股份有限公司
607,600744.SH,600744,华银电力,湖南,火力发电,大唐华银电力股份有限公司
608,600745.SH,600745,闻泰科技,湖北,通信设备,闻泰科技股份有限公司
609,600746.SH,600746,江苏索普,江苏,化工原料,江苏索普化工股份有限公司
610,600748.SH,600748,上实发展,上海,全国地产,上海实业发展股份有限公司
611,600749.SH,600749,西藏旅游,西藏,旅游景点,西藏旅游股份有限公司
612,600750.SH,600750,江中药业,江西,中成药,江中药业股份有限公司
613,600751.SH,600751,海航科技,天津,软件服务,海航科技股份有限公司
614,600753.SH,600753,东方银星,福建,商贸代理,福建东方银星投资股份有限公司
615,600754.SH,600754,锦江酒店,上海,酒店餐饮,上海锦江国际酒店股份有限公司
616,600755.SH,600755,厦门国贸,福建,商贸代理,厦门国贸集团股份有限公司
617,600756.SH,600756,浪潮软件,山东,软件服务,浪潮软件股份有限公司
618,600757.SH,600757,长江传媒,湖北,出版业,长江出版传媒股份有限公司
619,600758.SH,600758,辽宁能源,辽宁,煤炭开采,辽宁能源煤电产业股份有限公司
620,600759.SH,600759,洲际油气,海南,石油开采,洲际油气股份有限公司
621,600760.SH,600760,中航沈飞,山东,航空,中航沈飞股份有限公司
622,600761.SH,600761,安徽合力,安徽,工程机械,安徽合力股份有限公司
623,600763.SH,600763,通策医疗,浙江,医疗保健,通策医疗股份有限公司
624,600764.SH,600764,中国海防,北京,通信设备,中国船舶重工集团海洋防务与信息对抗股份有限公司
625,600765.SH,600765,中航重机,贵州,航空,中航重机股份有限公司
626,600766.SH,600766,*ST园城,山东,黄金,烟台园城黄金股份有限公司
627,600767.SH,600767,运盛医疗,四川,医疗保健,运盛(成都)医疗科技股份有限公司
628,600768.SH,600768,宁波富邦,浙江,铝,宁波富邦精业集团股份有限公司
629,600769.SH,600769,祥龙电业,湖北,建筑工程,武汉祥龙电业股份有限公司
630,600770.SH,600770,综艺股份,江苏,综合类,江苏综艺股份有限公司
631,600771.SH,600771,广誉远,山西,中成药,广誉远中药股份有限公司
632,600773.SH,600773,西藏城投,西藏,区域地产,西藏城市发展投资股份有限公司
633,600774.SH,600774,汉商集团,湖北,百货,汉商集团股份有限公司
634,600775.SH,600775,南京熊猫,江苏,通信设备,南京熊猫电子股份有限公司
635,600776.SH,600776,东方通信,浙江,通信设备,东方通信股份有限公司
636,600777.SH,600777,新潮能源,山东,石油开采,山东新潮能源股份有限公司
637,600778.SH,600778,友好集团,新疆,百货,新疆友好(集团)股份有限公司
638,600779.SH,600779,水井坊,四川,白酒,四川水井坊股份有限公司
639,600780.SH,600780,通宝能源,山西,火力发电,山西通宝能源股份有限公司
640,600781.SH,600781,ST辅仁,河南,中成药,辅仁药业集团制药股份有限公司
641,600782.SH,600782,新钢股份,江西,普钢,新余钢铁股份有限公司
642,600783.SH,600783,鲁信创投,山东,多元金融,鲁信创业投资集团股份有限公司
643,600784.SH,600784,鲁银投资,山东,综合类,鲁银投资集团股份有限公司
644,600785.SH,600785,新华百货,宁夏,百货,银川新华百货商业集团股份有限公司
645,600787.SH,600787,中储股份,天津,仓储物流,中储发展股份有限公司
646,600789.SH,600789,鲁抗医药,山东,化学制药,山东鲁抗医药股份有限公司
647,600790.SH,600790,轻纺城,浙江,商品城,浙江中国轻纺城集团股份有限公司
648,600791.SH,600791,京能置业,北京,全国地产,京能置业股份有限公司
649,600792.SH,600792,云煤能源,云南,焦炭加工,云南煤业能源股份有限公司
650,600793.SH,600793,宜宾纸业,四川,造纸,宜宾纸业股份有限公司
651,600794.SH,600794,保税科技,江苏,仓储物流,张家港保税科技(集团)股份有限公司
652,600795.SH,600795,国电电力,辽宁,火力发电,国电电力发展股份有限公司
653,600796.SH,600796,钱江生化,浙江,农药化肥,浙江钱江生物化学股份有限公司
654,600797.SH,600797,浙大网新,浙江,软件服务,浙大网新科技股份有限公司
655,600798.SH,600798,宁波海运,浙江,水运,宁波海运股份有限公司
656,600800.SH,600800,渤海化学,天津,化工原料,天津渤海化学股份有限公司
657,600801.SH,600801,华新水泥,湖北,水泥,华新水泥股份有限公司
658,600802.SH,600802,福建水泥,福建,水泥,福建水泥股份有限公司
659,600803.SH,600803,新奥股份,河北,供气供热,新奥天然气股份有限公司
660,600804.SH,600804,鹏博士,四川,电信运营,鹏博士电信传媒集团股份有限公司
661,600805.SH,600805,悦达投资,江苏,综合类,江苏悦达投资股份有限公司
662,600807.SH,600807,济南高新,山东,区域地产,济南高新发展股份有限公司
663,600808.SH,600808,马钢股份,安徽,普钢,马鞍山钢铁股份有限公司
664,600809.SH,600809,山西汾酒,山西,白酒,山西杏花村汾酒厂股份有限公司
665,600810.SH,600810,神马股份,河南,化纤,神马实业股份有限公司
666,600811.SH,600811,东方集团,黑龙江,农业综合,东方集团股份有限公司
667,600812.SH,600812,华北制药,河北,化学制药,华北制药股份有限公司
668,600814.SH,600814,杭州解百,浙江,百货,杭州解百集团股份有限公司
669,600815.SH,600815,厦工股份,福建,工程机械,厦门厦工机械股份有限公司
670,600816.SH,600816,ST安信,上海,多元金融,安信信托股份有限公司
671,600817.SH,600817,宇通重工,河南,专用机械,宇通重工股份有限公司
672,600818.SH,600818,中路股份,上海,文教休闲,中路股份有限公司
673,600819.SH,600819,耀皮玻璃,上海,玻璃,上海耀皮玻璃集团股份有限公司
674,600820.SH,600820,隧道股份,上海,建筑工程,上海隧道工程股份有限公司
675,600821.SH,600821,金开新能,天津,新型电力,金开新能源股份有限公司
676,600822.SH,600822,上海物贸,上海,商贸代理,上海物资贸易股份有限公司
677,600823.SH,600823,世茂股份,上海,全国地产,上海世茂股份有限公司
678,600824.SH,600824,益民集团,上海,百货,上海益民商业集团股份有限公司
679,600825.SH,600825,新华传媒,上海,出版业,上海新华传媒股份有限公司
680,600826.SH,600826,兰生股份,上海,商贸代理,东浩兰生会展集团股份有限公司
681,600827.SH,600827,百联股份,上海,超市连锁,上海百联集团股份有限公司
682,600828.SH,600828,茂业商业,四川,百货,茂业商业股份有限公司
683,600829.SH,600829,人民同泰,黑龙江,医药商业,哈药集团人民同泰医药股份有限公司
684,600830.SH,600830,香溢融通,浙江,多元金融,香溢融通控股集团股份有限公司
685,600831.SH,600831,广电网络,陕西,影视音像,陕西广电网络传媒(集团)股份有限公司
686,600833.SH,600833,第一医药,上海,医药商业,上海第一医药股份有限公司
687,600834.SH,600834,申通地铁,上海,公共交通,上海申通地铁股份有限公司
688,600835.SH,600835,上海机电,上海,运输设备,上海机电股份有限公司
689,600836.SH,600836,上海易连,上海,广告包装,上海易连实业集团股份有限公司
690,600837.SH,600837,海通证券,上海,证券,海通证券股份有限公司
691,600838.SH,600838,上海九百,上海,百货,上海九百股份有限公司
692,600839.SH,600839,四川长虹,四川,家用电器,四川长虹电器股份有限公司
693,600841.SH,600841,上柴股份,上海,机械基件,上海柴油机股份有限公司
694,600843.SH,600843,上工申贝,上海,纺织机械,上工申贝(集团)股份有限公司
695,600844.SH,600844,丹化科技,江苏,化工原料,丹化化工科技股份有限公司
696,600845.SH,600845,宝信软件,上海,软件服务,上海宝信软件股份有限公司
697,600846.SH,600846,同济科技,上海,建筑工程,上海同济科技实业股份有限公司
698,600847.SH,600847,万里股份,重庆,电气设备,重庆万里新能源股份有限公司
699,600848.SH,600848,上海临港,上海,园区开发,上海临港控股股份有限公司
700,600850.SH,600850,电科数字,上海,软件服务,中电科数字技术股份有限公司
701,600851.SH,600851,海欣股份,上海,化学制药,上海海欣集团股份有限公司
702,600853.SH,600853,龙建股份,黑龙江,建筑工程,龙建路桥股份有限公司
703,600854.SH,600854,春兰股份,江苏,家用电器,江苏春兰制冷设备股份有限公司
704,600855.SH,600855,航天长峰,北京,专用机械,北京航天长峰股份有限公司
705,600856.SH,600856,ST中天,北京,供气供热,中兴天恒能源科技(北京)股份公司
706,600857.SH,600857,宁波中百,浙江,百货,宁波中百股份有限公司
707,600858.SH,600858,银座股份,山东,百货,银座集团股份有限公司
708,600859.SH,600859,王府井,北京,百货,王府井集团股份有限公司
709,600860.SH,600860,京城股份,北京,专用机械,北京京城机电股份有限公司
710,600861.SH,600861,北京城乡,北京,百货,北京城乡商业(集团)股份有限公司
711,600862.SH,600862,中航高科,江苏,航空,中航航空高科技股份有限公司
712,600863.SH,600863,内蒙华电,内蒙,火力发电,内蒙古蒙电华能热电股份有限公司
713,600864.SH,600864,哈投股份,黑龙江,证券,哈尔滨哈投投资股份有限公司
714,600865.SH,600865,百大集团,浙江,百货,百大集团股份有限公司
715,600866.SH,600866,星湖科技,广东,食品,广东肇庆星湖生物科技股份有限公司
716,600867.SH,600867,通化东宝,吉林,生物制药,通化东宝药业股份有限公司
717,600868.SH,600868,梅雁吉祥,广东,水力发电,广东梅雁吉祥水电股份有限公司
718,600869.SH,600869,远东股份,青海,电气设备,远东智慧能源股份有限公司
719,600870.SH,600870,*ST厦华,福建,家用电器,厦门华侨电子股份有限公司
720,600871.SH,600871,石化油服,北京,石油开采,中石化石油工程技术服务股份有限公司
721,600872.SH,600872,中炬高新,广东,食品,中炬高新技术实业(集团)股份有限公司
722,600873.SH,600873,梅花生物,西藏,食品,梅花生物科技集团股份有限公司
723,600874.SH,600874,创业环保,天津,环境保护,天津创业环保集团股份有限公司
724,600875.SH,600875,东方电气,四川,电气设备,东方电气股份有限公司
725,600876.SH,600876,洛阳玻璃,河南,玻璃,洛阳玻璃股份有限公司
726,600877.SH,600877,电能股份,重庆,电气设备,中电科能源股份有限公司
727,600879.SH,600879,航天电子,湖北,航空,航天时代电子技术股份有限公司
728,600880.SH,600880,博瑞传播,四川,广告包装,成都博瑞传播股份有限公司
729,600881.SH,600881,亚泰集团,吉林,水泥,吉林亚泰(集团)股份有限公司
730,600882.SH,600882,妙可蓝多,上海,乳制品,上海妙可蓝多食品科技股份有限公司
731,600883.SH,600883,博闻科技,云南,水泥,云南博闻科技实业股份有限公司
732,600884.SH,600884,杉杉股份,浙江,电气设备,宁波杉杉股份有限公司
733,600885.SH,600885,宏发股份,湖北,电气设备,宏发科技股份有限公司
734,600886.SH,600886,国投电力,北京,水力发电,国投电力控股股份有限公司
735,600887.SH,600887,伊利股份,内蒙,乳制品,内蒙古伊利实业集团股份有限公司
736,600888.SH,600888,新疆众和,新疆,铝,新疆众和股份有限公司
737,600889.SH,600889,南京化纤,江苏,化纤,南京化纤股份有限公司
738,600890.SH,600890,*ST中房,北京,区域地产,中房置业股份有限公司
739,600892.SH,600892,大晟文化,深圳,影视音像,大晟时代文化投资股份有限公司
740,600893.SH,600893,航发动力,陕西,航空,中国航发动力股份有限公司
741,600894.SH,600894,广日股份,广东,运输设备,广州广日股份有限公司
742,600895.SH,600895,张江高科,上海,园区开发,上海张江高科技园区开发股份有限公司
743,600896.SH,600896,*ST海医,海南,医疗保健,览海医疗产业投资股份有限公司
744,600897.SH,600897,厦门空港,福建,机场,元翔(厦门)国际航空港股份有限公司
745,600898.SH,600898,ST美讯,山东,通信设备,国美通讯设备股份有限公司
746,600900.SH,600900,长江电力,北京,水力发电,中国长江电力股份有限公司
747,600901.SH,600901,江苏租赁,江苏,多元金融,江苏金融租赁股份有限公司
748,600903.SH,600903,贵州燃气,贵州,供气供热,贵州燃气集团股份有限公司
749,600905.SH,600905,三峡能源,北京,新型电力,中国三峡新能源(集团)股份有限公司
750,600906.SH,600906,财达证券,河北,证券,财达证券股份有限公司
751,600908.SH,600908,无锡银行,江苏,银行,无锡农村商业银行股份有限公司
752,600909.SH,600909,华安证券,安徽,证券,华安证券股份有限公司
753,600916.SH,600916,中国黄金,北京,黄金,中国黄金集团黄金珠宝股份有限公司
754,600917.SH,600917,重庆燃气,重庆,供气供热,重庆燃气集团股份有限公司
755,600918.SH,600918,中泰证券,山东,证券,中泰证券股份有限公司
756,600919.SH,600919,江苏银行,江苏,银行,江苏银行股份有限公司
757,600926.SH,600926,杭州银行,浙江,银行,杭州银行股份有限公司
758,600928.SH,600928,西安银行,陕西,银行,西安银行股份有限公司
759,600929.SH,600929,雪天盐业,湖南,食品,雪天盐业集团股份有限公司
760,600933.SH,600933,爱柯迪,浙江,汽车配件,爱柯迪股份有限公司
761,600936.SH,600936,广西广电,广西,影视音像,广西广播电视信息网络股份有限公司
762,600939.SH,600939,重庆建工,重庆,建筑工程,重庆建工集团股份有限公司
763,600955.SH,600955,维远股份,山东,化工原料,利华益维远化学股份有限公司
764,600956.SH,600956,新天绿能,河北,供气供热,新天绿色能源股份有限公司
765,600958.SH,600958,东方证券,上海,证券,东方证券股份有限公司
766,600959.SH,600959,江苏有线,江苏,影视音像,江苏省广电有线信息网络股份有限公司
767,600960.SH,600960,渤海汽车,山东,汽车配件,渤海汽车系统股份有限公司
768,600961.SH,600961,株冶集团,湖南,铅锌,株洲冶炼集团股份有限公司
769,600962.SH,600962,国投中鲁,北京,软饮料,国投中鲁果汁股份有限公司
770,600963.SH,600963,岳阳林纸,湖南,造纸,岳阳林纸股份有限公司
771,600965.SH,600965,福成股份,河北,农业综合,河北福成五丰食品股份有限公司
772,600966.SH,600966,博汇纸业,山东,造纸,山东博汇纸业股份有限公司
773,600967.SH,600967,内蒙一机,内蒙,运输设备,内蒙古第一机械集团股份有限公司
774,600968.SH,600968,海油发展,北京,石油开采,中海油能源发展股份有限公司
775,600969.SH,600969,郴电国际,湖南,水力发电,湖南郴电国际发展股份有限公司
776,600970.SH,600970,中材国际,江苏,建筑工程,中国中材国际工程股份有限公司
777,600971.SH,600971,恒源煤电,安徽,煤炭开采,安徽恒源煤电股份有限公司
778,600973.SH,600973,宝胜股份,江苏,电气设备,宝胜科技创新股份有限公司
779,600975.SH,600975,新五丰,湖南,农业综合,湖南新五丰股份有限公司
780,600976.SH,600976,健民集团,湖北,中成药,健民药业集团股份有限公司
781,600977.SH,600977,中国电影,北京,影视音像,中国电影股份有限公司
782,600979.SH,600979,广安爱众,四川,水力发电,四川广安爱众股份有限公司
783,600980.SH,600980,北矿科技,北京,元器件,北矿科技股份有限公司
784,600981.SH,600981,汇鸿集团,江苏,商贸代理,江苏汇鸿国际集团股份有限公司
785,600982.SH,600982,宁波能源,浙江,供气供热,宁波能源集团股份有限公司
786,600983.SH,600983,惠而浦,安徽,家用电器,惠而浦(中国)股份有限公司
787,600984.SH,600984,建设机械,陕西,工程机械,陕西建设机械股份有限公司
788,600985.SH,600985,淮北矿业,安徽,煤炭开采,淮北矿业控股股份有限公司
789,600986.SH,600986,浙文互联,山东,互联网,浙文互联集团股份有限公司
790,600987.SH,600987,航民股份,浙江,纺织,浙江航民股份有限公司
791,600988.SH,600988,赤峰黄金,内蒙,黄金,赤峰吉隆黄金矿业股份有限公司
792,600989.SH,600989,宝丰能源,宁夏,化工原料,宁夏宝丰能源集团股份有限公司
793,600990.SH,600990,四创电子,安徽,通信设备,四创电子股份有限公司
794,600992.SH,600992,贵绳股份,贵州,钢加工,贵州钢绳股份有限公司
795,600993.SH,600993,马应龙,湖北,中成药,马应龙药业集团股份有限公司
796,600995.SH,600995,文山电力,云南,水力发电,云南文山电力股份有限公司
797,600996.SH,600996,贵广网络,贵州,影视音像,贵州省广播电视信息网络股份有限公司
798,600997.SH,600997,开滦股份,河北,煤炭开采,开滦能源化工股份有限公司
799,600998.SH,600998,九州通,湖北,医药商业,九州通医药集团股份有限公司
800,600999.SH,600999,招商证券,深圳,证券,招商证券股份有限公司
801,601000.SH,601000,唐山港,河北,港口,唐山港集团股份有限公司
802,601001.SH,601001,晋控煤业,山西,煤炭开采,晋能控股山西煤业股份有限公司
803,601002.SH,601002,晋亿实业,浙江,机械基件,晋亿实业股份有限公司
804,601003.SH,601003,柳钢股份,广西,普钢,柳州钢铁股份有限公司
805,601005.SH,601005,重庆钢铁,重庆,普钢,重庆钢铁股份有限公司
806,601006.SH,601006,大秦铁路,山西,铁路,大秦铁路股份有限公司
807,601007.SH,601007,金陵饭店,江苏,酒店餐饮,金陵饭店股份有限公司
808,601008.SH,601008,连云港,江苏,港口,江苏连云港港口股份有限公司
809,601009.SH,601009,南京银行,江苏,银行,南京银行股份有限公司
810,601010.SH,601010,文峰股份,江苏,超市连锁,文峰大世界连锁发展股份有限公司
811,601011.SH,601011,宝泰隆,黑龙江,焦炭加工,宝泰隆新材料股份有限公司
812,601012.SH,601012,隆基股份,陕西,电气设备,隆基绿能科技股份有限公司
813,601015.SH,601015,陕西黑猫,陕西,焦炭加工,陕西黑猫焦化股份有限公司
814,601016.SH,601016,节能风电,北京,新型电力,中节能风力发电股份有限公司
815,601018.SH,601018,宁波港,浙江,港口,宁波舟山港股份有限公司
816,601019.SH,601019,山东出版,山东,出版业,山东出版传媒股份有限公司
817,601020.SH,601020,ST华钰,西藏,铅锌,西藏华钰矿业股份有限公司
818,601021.SH,601021,春秋航空,上海,空运,春秋航空股份有限公司
819,601028.SH,601028,玉龙股份,江苏,商贸代理,山东玉龙黄金股份有限公司
820,601038.SH,601038,一拖股份,河南,农用机械,第一拖拉机股份有限公司
821,601058.SH,601058,赛轮轮胎,山东,汽车配件,赛轮集团股份有限公司
822,601066.SH,601066,中信建投,北京,证券,中信建投证券股份有限公司
823,601068.SH,601068,中铝国际,北京,建筑工程,中铝国际工程股份有限公司
824,601069.SH,601069,西部黄金,新疆,黄金,西部黄金股份有限公司
825,601077.SH,601077,渝农商行,重庆,银行,重庆农村商业银行股份有限公司
826,601086.SH,601086,国芳集团,甘肃,百货,甘肃国芳工贸(集团)股份有限公司
827,601088.SH,601088,中国神华,北京,煤炭开采,中国神华能源股份有限公司
828,601098.SH,601098,中南传媒,湖南,出版业,中南出版传媒集团股份有限公司
829,601099.SH,601099,太平洋,云南,证券,太平洋证券股份有限公司
830,601100.SH,601100,恒立液压,江苏,工程机械,江苏恒立液压股份有限公司
831,601101.SH,601101,昊华能源,北京,煤炭开采,北京昊华能源股份有限公司
832,601106.SH,601106,中国一重,黑龙江,工程机械,中国第一重型机械股份公司
833,601107.SH,601107,四川成渝,四川,路桥,四川成渝高速公路股份有限公司
834,601108.SH,601108,财通证券,浙江,证券,财通证券股份有限公司
835,601111.SH,601111,中国国航,北京,空运,中国国际航空股份有限公司
836,601113.SH,601113,ST华鼎,浙江,化纤,义乌华鼎锦纶股份有限公司
837,601116.SH,601116,三江购物,浙江,超市连锁,三江购物俱乐部股份有限公司
838,601117.SH,601117,中国化学,北京,建筑工程,中国化学工程股份有限公司
839,601118.SH,601118,海南橡胶,海南,橡胶,海南天然橡胶产业集团股份有限公司
840,601126.SH,601126,四方股份,北京,电气设备,北京四方继保自动化股份有限公司
841,601127.SH,601127,小康股份,重庆,汽车整车,重庆小康工业集团股份有限公司
842,601128.SH,601128,常熟银行,江苏,银行,江苏常熟农村商业银行股份有限公司
843,601137.SH,601137,博威合金,浙江,铜,宁波博威合金材料股份有限公司
844,601138.SH,601138,工业富联,深圳,通信设备,富士康工业互联网股份有限公司
845,601139.SH,601139,深圳燃气,深圳,供气供热,深圳市燃气集团股份有限公司
846,601155.SH,601155,新城控股,江苏,区域地产,新城控股集团股份有限公司
847,601156.SH,601156,东航物流,上海,空运,东方航空物流股份有限公司
848,601158.SH,601158,重庆水务,重庆,水务,重庆水务集团股份有限公司
849,601162.SH,601162,天风证券,湖北,证券,天风证券股份有限公司
850,601163.SH,601163,三角轮胎,山东,汽车配件,三角轮胎股份有限公司
851,601166.SH,601166,兴业银行,福建,银行,兴业银行股份有限公司
852,601168.SH,601168,西部矿业,青海,铜,西部矿业股份有限公司
853,601169.SH,601169,北京银行,北京,银行,北京银行股份有限公司
854,601177.SH,601177,杭齿前进,浙江,机械基件,杭州前进齿轮箱集团股份有限公司
855,601179.SH,601179,中国西电,陕西,电气设备,中国西电电气股份有限公司
856,601186.SH,601186,中国铁建,北京,建筑工程,中国铁建股份有限公司
857,601187.SH,601187,厦门银行,福建,银行,厦门银行股份有限公司
858,601188.SH,601188,龙江交通,黑龙江,路桥,黑龙江交通发展股份有限公司
859,601198.SH,601198,东兴证券,北京,证券,东兴证券股份有限公司
860,601199.SH,601199,江南水务,江苏,水务,江苏江南水务股份有限公司
861,601200.SH,601200,上海环境,上海,环境保护,上海环境集团股份有限公司
